Species Type,Genus,Species,Brain mass (g),Body mass (g)
B,Pyrrhula,erythaca,0.878,17.898
B,Amadina,erythrocephala,0.708,20.51
B,Pitta,erythrogaster,1.2,49.7
B,Zosterops,erythropleurus,0.32,11.3
B,Quelea,erythrops,0.774,25.353
B,Aprosmictus,erythropterus,3.5,130.2
B,Aprosmictus,erythropterus,3.63,109.28
B,Aprosmictus,erythropterus,3.368,135.33
B,Aprosmictus,erythropterus,3.483,127.42
B,Aprosmictus,erythropterus,3.86,126.13
B,Tockus,erythrorhynchus,3.32,143.2
B,Tockus,erythrorhynchus,3.1,128.7
B,Pericrocotus,ethologus,0.593,15.374
B,Pericrocotus,ethologus,0.616,12.518
B,Sitta,europaea,0.718,23
B,Sitta,europaea,1.08,19.86
B,Sitta,europaea,0.983,29.911
B,Sitta,europaea,0.968,23.673
B,Sitta,europaea,0.94,22.774
B,Sitta,europaea,1.041,25.1
B,Sitta,europaea,1.12,24.479
B,Sitta,europaea,0.9,24.25
B,Sitta,europaea,1.11,24.427
B,Caprimulgus,europaeus,0.7,83.3
B,Trichoglossus,euteles,2.45,59.9
B,Lanius,excubitor,1.58,64.05
B,Platycercus,eximius,2.28,115.2
B,Platycercus,eximius,2.85,223.5
B,Platycercus,eximius,2.848,106.413
B,Certhia,familiaris,0.57,10.4
B,Certhia,familiaris,0.45,8.8
B,Certhia,familiaris,0.43,8.7
B,Amazona,farinosa,9.68,492.3
B,Amazona,farinosa,10.586,525
B,Aythya,ferina,5.95,899.9
B,Aythya,ferina,5.566,669.5
B,Aythya,ferina,6.074,770
B,Aythya,ferina,6.147,1118
B,Aythya,ferina,5.75,704
B,Aythya,ferina,5.05,811
B,Aythya,ferina,5.43,898
B,Enicognathus,ferrugineus,5.08,100.2
B,Amazona,festiva,6.753,338.86
B,Callocephalon,fimbriatum,5.959,327.385
B,Amazona,finschi,7.55,205
B,Amazona,finschi,8.45,316
B,Amazona,finschi,7.549,305.76
B,Carduelis,flammea,0.55,10.971
B,Carduelis,flammea,0.453,10.827
B,Carduelis,flammea,0.527,12.71
B,Carduelis,flammea,0.588,11.755
B,Carduelis,flammea,0.63,12.25
B,Carduelis,flammea,0.64,12.756
B,Carduelis,flammea,0.575,12.766
B,Carduelis,flammea,0.409,17.05
B,Carduelis,flammea,0.568,9.218
B,Carduelis,flammea,0.515,13.448
B,Carduelis,flammea,0.614,14.457
B,Carduelis,flammea,0.573,11.794
B,Asio,flammeus,6.85,198.8
B,Asio,flammeus,5.01,453
B,Asio,flammeus,5.198,424.52
B,Asio,flammeus,4.2,366
B,Asio,flammeus,5.113,196.7
B,Asio,flammeus,5.032,221.84
B,Asio,flammeus,5.881,214.28
B,Asio,flammeus,5.385,313.88
B,Motacilla,flava,0.397,19.342
B,Motacilla,flava,0.372,17.159
B,Motacilla,flava,0.496,17.542
B,Motacilla,flava,0.402,17.542
B,Motacilla,flava,0.419,17.034
B,Motacilla,flava,0.471,16.929
B,Coereba,flaveola,0.49,9.5
B,Coereba,flaveola,0.45,9.85
B,Coereba,flaveola,0.48,10.12
B,Coereba,flaveola,0.54,10.4
B,Coereba,flaveola,0.4,10.85
B,Coereba,flaveola,0.48,6.4
B,Sicalis,flaveola,0.778,24.671
B,Yuhina,flavicollis,0.52,13.78
B,Tringa,flavipes,1.041,78.032
B,Tringa,flavipes,1.132,74.425
B,Lonchura,flaviprymna,0.45,10.7
B,Lonchura,flaviprymna,0.403,12.646
B,Carduelis,flavirostris,0.365,9.148
B,Carduelis,flavirostris,0.436,11.538
B,Emberiza,flaviventris,0.59,16.212
B,Emberiza,flaviventris,0.49,14.664
B,Serinus,flaviventris,0.666,13.815
B,Trichoglossus,flavoviridis,2.02,47.8
B,Garrulax,formosus,1.966,73.744
B,Euplectes,franciscanus,0.8,13.3
B,Euplectes,franciscanus,0.476,13.488
B,Euplectes,franciscanus,0.65,9.7
B,Euplectes,franciscanus,0.7,11.1
B,Euplectes,franciscanus,0.73,11.5
B,Euplectes,franciscanus,0.68,11.6
B,Euplectes,franciscanus,0.65,12.85
B,Lonchura,fringilloides,0.63,20.1
B,Pyrrhura,frontalis,2.38,99.6
B,Corvus,frugilegus,7.184,497.388
B,Corvus,frugilegus,7.02,528.1
B,Corvus,frugilegus,8.26,417.6
B,Corvus,frugilegus,8.94,613.5
B,Corvus,frugilegus,7.556,535
B,Phrygilus,fruticeti,0.937,37.907
B,Phrygilus,fruticeti,1.2,27.4
B,Phrygilus,fruticeti,1.04,23.2
B,Phalaropus,fulicarius,0.534,35.86
B,Phalaropus,fulicarius,0.514,33.762
B,Aythya,fuligula,4.457,755
B,Aythya,fuligula,4.16,1050
B,Aythya,fuligula,4.756,705
B,Aythya,fuligula,4.16,637
B,Gyps,fulvus  ,22.85,9750
B,Calyptorhynchus,funereus,16.581,645
B,Calyptorhynchus,funereus,15.844,720
B,Aegolius,funereus,4.379,146.89
B,Aegolius,funereus,4.135,127.77
B,Oceanodroma,furcata,1.155,68.376
B,Oceanodroma,furcata,1.217,59.53
B,Oceanodroma,furcata,1.153,59.848
B,Melanitta,fusca,6.58,1450
B,Melanitta,fusca,7,1600
B,Lonchura,fuscans,0.5,9.9
B,Lonchura,fuscans,0.421,8.74
B,Pseudeos,fuscata,4.142,109.62
B,Pseudeos,fuscata,4.484,146.842
B,Larus,fuscus,6.209,545
B,Larus,fuscus,5.064,555
B,Larus,fuscus,5.388,818
B,Bambusicola,fytchii,1.683,216.13
B,Myiopagis,gaimardii,0.46,13.05
B,Basilornis,galeatus,1.92,72.6
B,Aix,galericulata,3.589,518
B,Aix,galericulata,4.22,299
B,Platylophus,galericulatus,2.47,74.1
B,Platylophus,galericulatus,1.47,74.1
B,Loriculus,galgulus,1.388,27.438
B,Loriculus,galgulus,1.553,26.507
B,Gallinago,gallinago,0.831,84.206
B,Gallinago,gallinago,1.519,110.202
B,Gallinago,gallinago,1.384,109.012
B,Gallinago,gallinago,1.3,118.5
B,Gallinago,gallinago,131.437,131.437
B,Gallinago,gallinago,1.24,93.8
B,Gallinago,gallinago,1.43,119.1
B,Gallinago,gallinago,1.36,119.5
B,Gallinago,gallinago,1.21,123
B,Gallinago,gallinago,1.3,129.2
B,Gallinago,gallinago,1.29,110.2
B,Gallinago,gallinago,1.2,83.5
B,Gallus,gallus,2.433,1195
B,Gallus,gallus,2.794,636
B,Gallus,gallus,2.458,987
B,Callipepla,gambelii,1.03,156.5
B,Callipepla,gambelii,1.03,156.5
B,Callipepla,gambelii,1.28,168
B,Bombycilla,garrulus,1.164,73.18
B,Bombycilla,garrulus,0.928,57.59
B,Bombycilla,garrulus,0.989,63.88
B,Bombycilla,garrulus,0.989,63.88
B,Bombycilla,garrulus,1.105,65.18
B,Bombycilla,garrulus,1.116,61.69
B,Bombycilla,garrulus,1.113,55.14
B,Bombycilla,garrulus,1.24,56.74
B,Bombycilla,garrulus,1.221,61.72
B,Bombycilla,garrulus,1.157,57.68
B,Bombycilla,garrulus,1.068,61.34
B,Bombycilla,garrulus,1.275,58.06
B,Bombycilla,garrulus,1.1,65.9
B,Bombycilla,garrulus,1.15,61.7
B,Bombycilla,garrulus,1.201,60.67
B,Bombycilla,garrulus,1.11,61.4
B,Lorius,garrulus,4.518,238.82
B,Accipiter,gentilis,7.575,1165
B,Accipiter,gentilis,7.62,902.6
B,Accipiter,gentilis,7.348,1040
B,Accipiter,gentilis,7.8,1120
B,Accipiter,gentilis,7.9,767
B,Accipiter,gentilis,7.58,1150
B,Accipiter,gentilis,7.98,1199.5
B,Accipiter,gentilis,8.15,604.7
B,Accipiter,gentilis,7.58,809
B,Accipiter,gentilis,7.88,561
B,Accipiter,gentilis,8.03,848.5
B,Accipiter,gentilis,7.12,545.5
B,Accipiter,gentilis,6.951,701
B,Bucanetes,githagineus,0.81,22.65
B,Bucanetes,githagineus,0.46,19.5
B,Bucanetes,githagineus,0.608,17.23
B,Fulmarus,glacialis,5.639,590
B,Garrulus,glandarius,3.64,164.7
B,Garrulus,glandarius,3.28,149.8
B,Garrulus,glandarius,4.04,175.6
B,Garrulus,glandarius,4.44,167.3
B,Garrulus,glandarius,3.822,124.226
B,Garrulus,glandarius,3.967,151.092
B,Garrulus,glandarius,3.334,158.688
B,Garrulus,glandarius,3.711,187.17
B,Garrulus,glandarius,4.3,166.6
B,Garrulus,glandarius,3.951,186.244
B,Garrulus,glandarius,4.32,150.5
B,Garrulus,glandarius,3.831,169.919
B,Garrulus,glandarius,3.81,159.2
B,Garrulus,glandarius,4.5,164.4
B,Garrulus,glandarius,3.75,153.1
B,Garrulus,glandarius,3.72,158
B,Garrulus,glandarius,2.81,158.68
B,Garrulus,glandarius,4.1,171.6
B,Garrulus,glandarius,4.14,179.4
B,Garrulus,glandarius,4.334,183.024
B,Garrulus,glandarius,4.36,175.3
B,Garrulus,glandarius,3.686,166.962
B,Garrulus,glandarius,3.77,148.5
B,Garrulus,glandarius,3.95,174.1
B,Garrulus,glandarius,4.1,192.6
B,Garrulus,glandarius,4.053,165.262
B,Garrulus,glandarius,4.2,168.1
B,Garrulus,glandarius,3.927,157.907
B,Garrulus,glandarius,4.699,166.766
B,Garrulus,glandarius,3.833,171.855
B,Garrulus,glandarius,4.139,150.283
B,Garrulus,glandarius,4.15,169.1
B,Garrulus,glandarius,3.98,152.1
B,Garrulus,glandarius,3.89,171.4
B,Garrulus,glandarius,3.97,197
B,Garrulus,glandarius,4.25,192
B,Garrulus,glandarius,3.9,207.3
B,Garrulus,glandarius,3.92,171
B,Garrulus,glandarius,4.19,164.9
B,Garrulus,glandarius,3.999,188.471
B,Garrulus,glandarius,4.3,177.1
B,Garrulus,glandarius,3.93,143.4
B,Garrulus,glandarius,3.97,156.2
B,Garrulus,glandarius,3.6,166.7
B,Garrulus,glandarius,3.7,167.2
B,Garrulus,glandarius,2.84,170.2
B,Garrulus,glandarius,4.32,171.35
B,Garrulus,glandarius,4.3,184.3
B,Garrulus,glandarius,4.3,187.62
B,Tringa,glareola,0.967,62.853
B,Tringa,glareola,0.978,67.051
B,Ara,glaucogularis,13.722,680
B,Ara,glaucogularis,14.207,620
B,Cacatua,goffiniana,8.7,249.7
B,Pycnonotus,goiavier,0.655,25.33
B,Psitteuteles,goldiei,1.9,43.1
B,Erythrura,gouldiae,0.444,12.728
B,Erythrura,gouldiae,0.465,12.135
B,Erythrura,gouldiae,0.4,12.2
B,Erythrura,gouldiae,0.491,12.86
B,Erythrura,gouldiae,0.464,11.635
B,Erythrura,gouldiae,0.447,10.535
B,Erythrura,gouldiae,0.473,13.313
B,Erythrura,gouldiae,0.473,11.502
B,Erythrura,gouldiae,0.42,14.3
B,Erythrura,gouldiae,0.48,15.2
B,Alectoris,graeca,2.38,196
B,Lonchura,grandis,0.67,17.45
B,Lonchura,grandis,0.66,16.8
B,Acridotheres,grandis,3.386,176.81
B,Puffinus,gravis,5.78,1510
B,Zenaida,graysoni,1.4,122.7
B,Podiceps,grisegena,2.936,709.5
B,Lonchura,griseicapilla,0.47,16.2
B,Ammoperdix,griseogularis,1.098,135.64
B,Ammoperdix,griseogularis,1.208,153.8
B,Puffinus,griseus,3.01,268
B,Cepphus,grylle,2.733,431.557
B,Cepphus,grylle,3.207,379.429
B,Cepphus,grylle,3.373,457.779
B,Cepphus,grylle,3.243,419.493
B,Pitta,guajana,1.18,63.2
B,Pitta,guajana,1.58,62.3
B,Pitta,guajana,1.38,63.4
B,Pitta,guajana,1.44,62.1
B,Pitta,guajana,1.52,96.55
B,Guaruba,guarouba,7.774,243.026
B,Guaruba,guarouba,7.012,193.753
B,Guaruba,guarouba,7.529,250.244
B,Serinus,gularis,0.656,14.305
B,Icterus,gularis,1.77,46.732
B,Icterus,gularis,1.77,46.732
B,Paroaria,gularis,0.871,15.733
B,Paroaria,gularis,0.773,21.645
B,Paroaria,gularis,0.85,14.9
B,Paroaria,gularis,0.753,16.313
B,Poicephalus,gulielmi,6.172,208.185
B,Poicephalus,gulielmi,6.905,216.421
B,Stagonopleura,guttata,0.572,17.721
B,Taeniopygia,guttata,0.381,9.837
B,Irania,gutturalis,0.65,25.48
B,Megalaima,haemacephala,0.97,27.2
B,Megalaima,haemacephala,0.79,44.292
B,Limosa,haemastica,2.35,239.5
B,Spermophaga,haematina,0.914,16.796
B,Trichoglossus,haematodus,3.529,136.815
B,Trichoglossus,haematodus,3.509,137.293
B,Trichoglossus,haematodus,3.35,102.8
B,Trichoglossus,haematodus,3.2,105.5
B,Trichoglossus,haematodus,3.45,110.1
B,Trichoglossus,haematodus,3.65,112.9
B,Trichoglossus,haematodus,3.2,96.87
B,Trichoglossus,haematodus,3.2,96.87
B,Trichoglossus,haematodus,3.63,129.2
B,Trichoglossus,haematodus,4.1,143.5
B,Trichoglossus,haematodus,3.811,106.978
B,Northiella,haematogaster,2.357,95.723
B,Northiella,haematogaster,2.567,100.5
B,Northiella,haematogaster,2.32,57.3
B,Northiella,haematogaster,2.357,100.5
B,Psephotus,haematonotus,1.6,56.2
B,Psephotus,haematonotus,2.258,70.248
B,Cyornis,hainanus,0.68,29.8
B,Chloropsis,hardwickii,0.8,26.3
B,Tauraco,hartlaubi,3.65,205.6
B,Tauraco,hartlaubi,3.02,242.3
B,Tauraco,hartlaubi,3.02,242.3
B,Lophura,hatinhensis,3.566,650
B,Ardea,herodias,8.85,1900
B,Ardea,herodias,10.2,2055
B,Himantopus,himantopus,1.82,134.5
B,Himantopus,himantopus,1.82,134.5
B,Sterna,hirundo,1.778,91.721
B,Passer,hispaniolensis,0.89,30.5
B,Passer,hispaniolensis,0.8,29.5
B,Passer,hispaniolensis,0.809,26.114
B,Passer,hispaniolensis,0.8,27.3
B,Passer,hispaniolensis,0.95,29.1
B,Passer,hispaniolensis,1,28.7
B,Passer,hispaniolensis,0.78,26.1
B,Poospiza,hispaniolensis,0.36,6.63
B,Histrionicus,histrionicus,4.636,635
B,Parus,holsti,0.94,19.55
B,Sylvia,hortensis,0.68,20.9
B,Sylvia,hortensis,0.9,23.6
B,Sylvia,hortensis,0.9,23.6
B,Turdus,hortulorum,1.254,37.985
B,Anodorhynchus,hyacinthinus,22.08,1390
B,Clangula,hyemalis,4.866,782
B,Clangula,hyemalis,5.187,812
B,Clangula,hyemalis,4.663,920
B,Clangula,hyemalis,5.12,673.8
B,Clangula,hyemalis,4.3,678.7
B,Clangula,hyemalis,3.82,683.6
B,Clangula,hyemalis,4.38,712.5
B,Clangula,hyemalis,4.8,759
B,Clangula,hyemalis,4.15,776.5
B,Clangula,hyemalis,4.65,938.5
B,Junco,hyemalis,0.755,18.96
B,Junco,hyemalis,0.71,19.122
B,Junco,hyemalis,0.762,13.8
B,Junco,hyemalis,0.86,17.7
B,Erythrura,hyperythra,0.4,13.05
B,Pytilia,hypogrammica,0.55,13.05
B,Pytilia,hypogrammica,0.4,11.75
B,Pytilia,hypogrammica,0.45,9.85
B,Pytilia,hypogrammica,0.47,11.5
B,Ficedula,hypoleuca,0.396,11.607
B,Ficedula,hypoleuca,0.415,14.43
B,Ficedula,hypoleuca,0.46,9.7
B,Ficedula,hypoleuca,0.412,12.869
B,Ficedula,hypoleuca,0.341,13.176
B,Ficedula,hypoleuca,0.51,14.52
B,Ficedula,hypoleuca,0.45,14
B,Pterodroma,hypoleuca,2.193,164.737
B,Uraeginthus,ianthinogaster,0.48,11.3
B,Uraeginthus,ianthinogaster,0.48,8.4
B,Uraeginthus,ianthinogaster,0.45,10.662
B,Hippolais,icterina,0.45,15.1
B,Hippolais,icterina,0.5,14.4
B,Hippolais,icterina,0.426,17.624
B,Hippolais,icterina,0.493,14.718
B,Hippolais,icterina,0.462,12.668
B,Hippolais,icterina,0.421,11.65
B,Hippolais,icterina,0.457,13.764
B,Hippolais,icterina,0.56,12.65
B,Hippolais,icterina,0.5,11.9
B,Hippolais,icterina,0.45,13.45
B,Tangara,icterocephala,0.77,20.6
B,Tangara,icterocephala,0.629,12.678
B,Tangara,icterocephala,0.544,17.348
B,Lophura,ignita,4.721,1280
B,Lophura,ignita,3.917,955
B,Lophura,ignita,4.632,980
B,Lophura,ignita,3.91,1190
B,Lophura,ignita,5.073,2065
B,Lophura,ignita,4.68,1800
B,Minla,ignotincta,0.72,13.826
B,Minla,ignotincta,0.653,9.7
B,Passerella,iliaca,0.999,30.763
B,Passerella,iliaca,1.005,36.89
B,Turdus,iliacus,1.53,67
B,Turdus,iliacus,1.345,60.019
B,Turdus,iliacus,1.325,66.317
B,Turdus,iliacus,1.35,48.3
B,Turdus,iliacus,1.217,48.751
B,Turdus,iliacus,1.254,62.655
B,Turdus,iliacus,1.212,34.841
B,Turdus,iliacus,1.076,62.259
B,Turdus,iliacus,1.076,62.259
B,Turdus,iliacus,1.228,59.676
B,Turdus,iliacus,1.363,81.535
B,Turdus,iliacus,1.354,68.149
B,Turdus,iliacus,1.37,72.1
B,Turdus,iliacus,1.157,74.603
B,Turdus,iliacus,1.179,74.84
B,Prunella,immaculata,0.65,15.07
B,Lophophorus,impejanus,5.911,1150
B,Lophophorus,impejanus,5.97,2200
B,Lophophorus,impejanus,5.981,975
B,Lophura,imperialis,3.249,705
B,Heteroscelus,incanus,1.308,87.731
B,Chalcophaps,indica,0.7,57.6
B,Chalcophaps,indica,1.12,123.686
B,Chalcophaps,indica,0.98,87
B,Chalcophaps,indica,0.915,106.352
B,Lophura,inornata,3.537,910
B,Lophura,inornata,3.674,920
B,Mesophoyx,intermedia,4.7,525
B,Coccycolius,iris,1.324,30.52
B,Jacana,jacana,1.146,99.683
B,Bombycilla,japonica,1.091,45.04
B,Bombycilla,japonica,0.893,44.67
B,Bombycilla,japonica,0.85,32.7
B,Bombycilla,japonica,1.03,42.14
B,Bombycilla,japonica,0.994,43.76
B,Dinopium,javanense,2.3,57.5
B,Pycnonotus,jocosus,0.712,19.81
B,Pycnonotus,jocosus,0.733,29.199
B,Aprosmictus,jonquillaceus,3.519,125.85
B,Aprosmictus,jonquillaceus,3.029,95.65
B,Aprosmictus,jonquillaceus,3.553,141.16
B,Brotogeris,jugularis,1.92,37
B,Lonchura,kelaarti,0.62,16.1
B,Ardeotis,kori,12.94,5540
B,Ardeotis,kori,15.63,10000
B,Psittacula,krameri,2.968,111.211
B,Psittacula,krameri,3.2,95.8
B,Gallus,lafayetii,2.475,383.968
B,Gallus,lafayetii,3.314,695
B,Buteo,lagopus,8.549,865
B,Buteo,lagopus,9.21,641
B,Buteo,lagopus,8.08,810
B,Buteo,lagopus,9.394,1010
B,Lagopus,lagopus,2.957,595
B,Lagopus,lagopus,2.463,647
B,Lagopus,lagopus,2.52,617
B,Lagopus,lagopus,2.42,801
B,Lagopus,lagopus,2.8,540
B,Lagopus,lagopus,2.13,488.5
B,Lagopus,lagopus,2.55,580
B,Lagopus,lagopus,2.377,542
B,Lagopus,lagopus,2.704,625.2
B,Lagopus,lagopus,2.88,579.7
B,Lagopus,lagopus,2.5,621
B,Lagopus,lagopus,2.65,627.3
B,Limosa,lapponica,2.547,198.5
B,Limosa,lapponica,2.34,197.3
B,Calcarius,lapponicus,1,23.8
B,Lagonosticta,larvata,0.45,7.85
B,Lagonosticta,larvata,0.4,8.46
B,Vidua,larvaticola,0.51,8.55
B,Cacatua,leadbeateri,7.745,293.772
B,Cacatua,leadbeateri,9.897,307.227
B,Cacatua,leadbeateri,6.657,208
B,Cacatua,leadbeateri,7.641,209.074
B,Cacatua,leadbeateri,8.797,341.003
B,Cacatua,leadbeateri,10.093,316.426
B,Cacatua,leadbeateri,7.851,433.633
B,Cacatua,leadbeateri,8.389,289.215
B,Cacatua,leadbeateri,9.196,309.534
B,Passerina,leclancherii,0.57,11.454
B,Passerina,leclancherii,0.57,11.454
B,Passerina,leclancherii,0.52,15.8
B,Botaurus,lentiginosus,5.15,378
B,Botaurus,lentiginosus,4.4,429.5
B,Enicognathus,leptorhynchus,6.2,236.7
B,Enicognathus,leptorhynchus,7.9,223.2
B,Charadrius,leschenaultii,1.27,75.5
B,Charadrius,leschenaultii,1.2,81.35
B,Halcyon,leucocephala,0.9,36.3
B,Amazona,leucocephala,5.093,280.98
B,Amazona,leucocephala,6.9,268
B,Amazona,leucocephala,6.62,204
B,Amazona,leucocephala,5.8,236.5
B,Amazona,leucocephala,6,162.5
B,Amazona,leucocephala,7.2,197
B,Amazona,leucocephala,5.8,247
B,Amazona,leucocephala,6.8,253
B,Amazona,leucocephala,8.3,269
B,Chaimarrornis,leucocephalus,1,24.3
B,Corythaixoides,leucogaster,3.091,262.36
B,Cinnyricinclus,leucogaster,0.896,27.58
B,Cinnyricinclus,leucogaster,0.904,33.986
B,Pionites,leucogaster,5.35,139
B,Lonchura,leucogastra,0.5,11.8
B,Lonchura,leucogastroides,0.457,12.372
B,Garrulax,leucolophus,2.3,117.4
B,Callonetta,leucophrys,2.855,328.668
B,Callonetta,leucophrys,2.364,223.698
B,Callonetta,leucophrys,2.966,265.573
B,Callonetta,leucophrys,3.075,227.354
B,Branta,leucopsis,6.751,1770
B,Branta,leucopsis,6.6,1940
B,Branta,leucopsis,7.072,2180
B,Branta,leucopsis,6.98,2300
B,Laterallus,leucopyrrhus,0.95,31
B,Laterallus,leucopyrrhus,0.88,39.7
B,Oceanodroma,leucorhoa,0.698,37.912
B,Hydrobates,leucorrhoa,0.8,30.2
B,Cinclidium,leucurum,0.654,18.7
B,Cinclidium,leucurum,0.621,25.78
B,Agapornis,lilianae,1.2,29.3
B,Agapornis,lilianae,1.4,32.85
B,Agapornis,lilianae,1.4,26
B,Megalaima,lineata,1.74,101.8
B,Buteo,lineatus,7.4,337
B,Sporophila,lineola,0.555,9.051
B,Bolborhynchus,lineola,1.85,56.9
B,Bolborhynchus,lineola,1.657,50.05
B,Bolborhynchus,lineola,1.98,47.21
B,Columba,livia,2.008,262.87
B,Columba,livia,2.285,247
B,Columba,livia,2.694,282
B,Uria,lomvia,5.644,825
B,Uria,lomvia,4.845,895
B,Uria,lomvia,4.98,1250
B,Uria,lomvia,5.066,1011
B,Uria,lomvia,5.365,868
B,Uria,lomvia,4.874,800.5
B,Uria,lomvia,4.964,927
B,Psittacula,longicauda,3.55,99.835
B,Stercorarius,longicaudus,2.83,267.2
B,Ocyphaps,lophotes,1.72,148
B,Ocyphaps,lophotes,1.67,118.5
B,Lorius,lory,5.119,220.332
B,Sturnella,loyca,1.85,54.9
B,Sturnella,loyca,1.96,66.4
B,Sturnella,loyca,2,46.6
B,Sturnella,loyca,2.05,58.8
B,Sturnella,loyca,2.3,70.6
B,Tanygnathus,lucionensis,6,148
B,Sporophila,luctuosa,0.505,13.239
B,Piranga,ludoviciana,0.804,41.87
B,Pheucticus,ludovicianus,1.353,30.492
B,Pheucticus,ludovicianus,1.353,30.492
B,Luscinia,luscinia,0.75,25.5
B,Leiothrix,lutea,0.77,19.72
B,Leiothrix,lutea,0.84,20.2
B,Leiothrix,lutea,0.824,20.944
B,Leiothrix,lutea,0.859,19.597
B,Leiothrix,lutea,0.822,17.395
B,Leiothrix,lutea,0.625,16.275
B,Leiothrix,lutea,0.846,22.236
B,Leiothrix,lutea,1.07,16.4
B,Cyanocorax,luxuosus,2.4,44.5
B,Cyanocorax,luxuosus,2.4,60
B,Dendrocopos,macei,1.656,36.467
B,Dicrurus,macrocercus,0.99,30.6
B,Pucrasia,macrolopha,3.211,595
B,Pucrasia,macrolopha,3.338,1200
B,Pucrasia,macrolopha,3.58,940.5
B,Zenaida,macroura,1.073,102.483
B,Euplectes,macroura,1.8,17
B,Vidua,macroura,0.58,10.3
B,Vidua,macroura,0.521,15.746
B,Actitis,macularius,0.642,34.49
B,Margaroperdix,madagascariensis,1.34,118.2
B,Hypsipetes,madagascariensis,1.1,45.6
B,Carduelis,magellanica,0.472,14.858
B,Carduelis,magellanica,0.607,16.125
B,Sturnella,magna,2.3,135
B,Lonchura,maja,0.511,11.706
B,Parus,major,0.7,14.4
B,Parus,major,0.842,18.319
B,Parus,major,0.805,18.016
B,Parus,major,0.834,16.55
B,Parus,major,0.75,19.7
B,Parus,major,0.75,19.48
B,Parus,major,0.833,20.343
B,Parus,major,0.833,20.343
B,Parus,major,0.801,21.232
B,Parus,major,0.853,20.015
B,Parus,major,0.752,17.298
B,Parus,major,0.792,20.648
B,Parus,major,0.773,19.112
B,Parus,major,0.787,17.273
B,Parus,major,0.787,17.273
B,Parus,major,0.78,15.3
B,Parus,major,0.65,17.518
B,Parus,major,0.761,17.372
B,Parus,major,0.706,17.624
B,Parus,major,0.84,14.6
B,Parus,major,0.704,17.484
B,Parus,major,0.827,17.946
B,Parus,major,0.738,18.15
B,Parus,major,0.79,17.2
B,Parus,major,0.77,15
B,Parus,major,0.97,17
B,Parus,major,0.8,15.3
B,Parus,major,0.905,19.99
B,Parus,major,0.905,19.99
B,Parus,major,0.94,18.785
B,Parus,major,0.84,18.052
B,Parus,major,0.834,18.558
B,Parus,major,0.847,18.451
B,Parus,major,0.813,18.058
B,Parus,major,0.881,18.122
B,Parus,major,0.803,18.281
B,Parus,major,0.9,14.95
B,Parus,major,0.9,17.1
B,Parus,major,0.742,18.857
B,Parus,major,0.846,17.215
B,Parus,major,0.782,17.604
B,Parus,major,0.742,17.512
B,Parus,major,0.775,17.798
B,Parus,major,0.742,17.849
B,Parus,major,0.94,19.9
B,Parus,major,0.799,18.307
B,Parus,major,0.92,18.9
B,Parus,major,0.816,17.385
B,Parus,major,0.892,18.602
B,Parus,major,0.892,18.602
B,Parus,major,1,19
B,Parus,major,0.721,16.884
B,Parus,major,0.939,14.611
B,Parus,major,0.8,19.4
B,Parus,major,0.801,18.625
B,Parus,major,0.713,19.05
B,Parus,major,1.01,18.5
B,Parus,major,0.76,17.2
B,Parus,major,0.9,14.6
B,Parus,major,0.78,17.45
B,Parus,major,0.97,15.5
B,Dendrocopos,major,2.256,78.87
B,Dendrocopos,major,2.489,78.578
B,Dendrocopos,major,2.721,88.334
B,Dendrocopos,major,2.503,60.261
B,Dendrocopos,major,2.617,88.079
B,Dendrocopos,major,2.98,91.4
B,Dendrocopos,major,2.8,82.4
B,Dendrocopos,major,2.8,89.1
B,Dendrocopos,major,2.81,89.609
B,Dendrocopos,major,2.682,85.192
B,Dendrocopos,major,2.658,77.418
B,Dendrocopos,major,2.67,84.2
B,Dendrocopos,major,2.52,79.6
B,Dendrocopos,major,2.98,75.951
B,Dendrocopos,major,2.758,78.809
B,Dendrocopos,major,3,83
B,Dendrocopos,major,2.795,88.079
B,Dendrocopos,major,2.706,79.826
B,Dendrocopos,major,2.774,80.927
B,Dendrocopos,major,2.87,82.7
B,Dendrocopos,major,2.665,85.159
B,Dendrocopos,major,2.59,86.9
B,Dendrocopos,major,2.71,70.9
B,Dendrocopos,major,2.65,83.9
B,Pogoniulus,makawai,0.436,11.494
B,Copsychus,malabaricus,0.918,24.13
B,Copsychus,malabaricus,0.67,28.861
B,Copsychus,malabaricus,0.707,19.749
B,Copsychus,malabaricus,0.9,19.6
B,Lonchura,malacca,0.487,9.205
B,Lonchura,malacca,0.489,9.397
B,Lonchura,malacca,0.56,10.8
B,Halcyon,malimbica,1.3,81.8
B,Orthopsittaca,manilata,7.88,250
B,Orthopsittaca,manilata,8.842,291.5
B,Crossoptilon,mantchuricum,5.164,1700
B,Primolius,maracana,9.12,252
B,Aythya,marila,4.7859,787
B,Larus,marinus,6.227,1060
B,Larus,marinus,7.452,1540
B,Larus,marinus,6.12,1710
B,Larus,marinus,7.461,1500
B,Larus,marinus,7.695,1960
B,Larus,marinus,7.762,1620
B,Calidris,maritima,1.27,93.4
B,Calidris,maritima,1.04,55.55
B,Brachyramphus,marmoratus,2.117,195
B,Brachyramphus,marmoratus,2.333,228.6
B,Brachyramphus,marmoratus,2.29,182.18
B,Dryocopus,martius,7.34,279.6
B,Gallinago,media,1.758,138.621
